Õhutemperatuur (°C),Suhteline õhuniiskus (%),Õhurõhk merepinnal (hPa),Õhurõhu muutus (hPa),Tuul suund (°),Tuul kiirus (m/s),Tuul max kiirus (m/s),Pilvisus (palli),Hetkeilm (sensor),Hetkeilm (vaatleja),Sademed (mm),Nähtavus (km),date,hour
2.6,78.0,1000.2,-0.1,247.0,7.3,12.0,,nähtusteta,,0.0,35.0,10.02.2022,12
2.7,77.0,1000.0,-0.5,250.0,7.4,13.5,,nähtusteta,,0.0,31.6,10.02.2022,13
2.7,78.0,1000.0,-0.4,248.0,7.7,13.4,9.0,nähtusteta,nähtusteta,0.0,35.0,10.02.2022,14
2.6,79.0,1000.0,-0.2,250.0,6.8,13.6,,nähtusteta,,0.0,35.0,10.02.2022,15
2.5,78.0,1000.1,0.1,247.0,5.7,12.0,,nähtusteta,,0.0,35.0,10.02.2022,16
2.2,79.0,1000.3,0.3,245.0,5.8,10.6,7.0,nähtusteta,nähtusteta,0.0,35.0,10.02.2022,17
1.8,83.0,1000.5,0.5,242.0,4.9,11.4,,nähtusteta,,0.0,32.7,10.02.2022,18
1.4,85.0,1000.7,0.6,232.0,4.3,7.8,,nähtusteta,,0.0,35.0,10.02.2022,19
0.8,88.0,1001.0,0.7,234.0,3.7,6.2,0.0,nähtusteta,nähtusteta,0.0,32.8,10.02.2022,20
0.2,90.0,1001.4,0.9,233.0,3.3,5.9,,nähtusteta,,0.0,33.6,10.02.2022,21
0.1,91.0,1001.6,0.9,231.0,3.1,4.8,,nähtusteta,,0.0,30.2,10.02.2022,22
-0.1,92.0,1001.8,0.8,230.0,3.1,5.2,5.0,nähtusteta,nähtusteta,0.0,35.0,10.02.2022,23
-0.3,93.0,1001.7,0.3,235.0,3.6,5.7,,nähtusteta,,0.0,31.2,11.02.2022,0
-0.6,94.0,1001.6,0.0,236.0,3.2,5.1,,nähtusteta,,0.0,27.5,11.02.2022,1
-0.9,95.0,1001.8,0.0,241.0,2.7,5.4,0.0,nähtusteta,nähtusteta,0.0,28.5,11.02.2022,2
-0.9,95.0,1001.9,0.2,231.0,3.1,4.8,,nähtusteta,,0.0,31.6,11.02.2022,3
-1.6,97.0,1002.3,0.7,188.0,2.0,3.8,,nähtusteta,,0.0,23.1,11.02.2022,4
-2.0,98.0,1002.7,0.9,199.0,1.4,2.9,0.0,nähtusteta,nähtusteta,0.0,17.9,11.02.2022,5
-2.2,98.0,1002.6,0.7,193.0,2.5,3.7,,nähtusteta,,0.0,13.6,11.02.2022,6
-2.0,97.0,1002.9,0.6,222.0,2.3,4.7,,nähtusteta,,0.0,22.5,11.02.2022,7
-1.9,96.0,1003.7,1.0,226.0,2.3,4.3,2.0,nähtusteta,nähtusteta,0.0,29.7,11.02.2022,8
-1.9,95.0,1004.3,1.7,234.0,2.5,4.3,,nähtusteta,,0.0,29.3,11.02.2022,9
-1.6,93.0,1004.9,2.0,235.0,1.9,3.6,,nähtusteta,,0.0,35.0,11.02.2022,10
-0.1,85.0,1005.4,1.7,251.0,2.7,4.6,8.0,nähtusteta,nähtusteta,0.0,35.0,11.02.2022,11
0.9,79.0,1006.2,1.9,271.0,3.8,6.9,,nähtusteta,,0.0,35.0,11.02.2022,12
0.8,79.0,1006.7,1.8,275.0,3.7,7.2,,nähtusteta,,0.0,35.0,11.02.2022,13
0.2,77.0,1007.2,1.8,269.0,2.8,7.9,9.0,nähtusteta,nähtusteta,0.0,35.0,11.02.2022,14
0.8,79.0,1007.8,1.6,272.0,3.0,8.1,,nähtusteta,,0.0,35.0,11.02.2022,15
0.5,77.0,1008.2,1.5,273.0,3.9,9.5,,nähtusteta,,0.0,35.0,11.02.2022,16
-0.1,78.0,1008.9,1.7,273.0,3.4,8.2,2.0,nähtusteta,nähtusteta,0.0,35.0,11.02.2022,17
-0.8,78.0,1009.5,1.7,272.0,2.5,6.8,,nähtusteta,,0.0,35.0,11.02.2022,18
-1.0,77.0,1010.3,2.1,282.0,2.6,6.2,,nähtusteta,,0.0,35.0,11.02.2022,19
-1.2,74.0,1011.2,2.3,291.0,3.1,6.4,7.0,nähtusteta,nähtusteta,0.0,35.0,11.02.2022,20
-1.1,73.0,1011.8,2.3,296.0,3.6,8.5,,nähtusteta,,0.0,35.0,11.02.2022,21
-1.3,73.0,1012.5,2.2,296.0,3.5,8.8,,nähtusteta,,0.0,35.0,11.02.2022,22
-1.5,75.0,1013.1,1.9,284.0,2.8,7.5,1.0,nähtusteta,nähtusteta,0.0,35.0,11.02.2022,23
-1.5,77.0,1013.7,1.9,281.0,2.4,4.5,,nähtusteta,,0.0,35.0,12.02.2022,0
-1.3,75.0,1014.2,1.7,271.0,2.6,5.2,,nähtusteta,,0.0,35.0,12.02.2022,1
-1.6,75.0,1014.6,1.5,263.0,2.7,5.2,1.0,nähtusteta,nähtusteta,0.0,35.0,12.02.2022,2
-2.9,81.0,1014.7,1.0,232.0,1.7,3.9,,nähtusteta,,0.0,35.0,12.02.2022,3
-3.6,84.0,1014.7,0.5,211.0,1.6,2.9,,nähtusteta,,0.0,35.0,12.02.2022,4
-3.4,80.0,1014.5,-0.1,220.0,2.8,4.9,0.0,nähtusteta,nähtusteta,0.0,35.0,12.02.2022,5
-4.1,80.0,1014.3,-0.4,218.0,2.7,5.3,,nähtusteta,,0.0,35.0,12.02.2022,6
-3.9,81.0,1013.6,-1.1,209.0,2.8,5.6,,nähtusteta,,0.0,35.0,12.02.2022,7
-3.3,78.0,1012.9,-1.6,212.0,3.6,7.0,9.0,nähtusteta,nähtusteta,0.0,35.0,12.02.2022,8
-2.8,79.0,1012.8,-1.5,223.0,4.6,7.7,,nähtusteta,,0.0,35.0,12.02.2022,9
-1.1,78.0,1012.8,-0.8,234.0,5.6,8.9,,nähtusteta,,0.0,35.0,12.02.2022,10
-0.2,78.0,1013.0,0.1,228.0,5.7,9.1,9.0,nähtusteta,nähtusteta,0.0,35.0,12.02.2022,11
1.2,80.0,1013.1,0.3,244.0,6.3,10.4,,nähtusteta,,0.0,35.0,12.02.2022,12
1.5,80.0,1013.4,0.6,252.0,6.3,11.8,,nähtusteta,,0.0,35.0,12.02.2022,13
2.0,80.0,1012.9,-0.1,250.0,6.7,11.8,9.0,nähtusteta,nähtusteta,0.0,35.0,12.02.2022,14
2.1,81.0,1012.9,-0.2,249.0,6.4,12.2,,nähtusteta,,0.0,31.8,12.02.2022,15
2.4,81.0,1013.0,-0.4,246.0,6.8,12.5,,nähtusteta,,0.0,35.0,12.02.2022,16
2.3,82.0,1013.0,0.1,247.0,7.6,13.1,8.0,nähtusteta,nähtusteta,0.0,33.1,12.02.2022,17
2.3,82.0,1013.1,0.2,247.0,8.1,13.4,,nähtusteta,,0.0,34.9,12.02.2022,18
2.2,82.0,1013.3,0.3,247.0,7.7,13.5,,nähtusteta,,0.0,35.0,12.02.2022,19
2.4,80.0,1013.8,0.8,247.0,8.3,14.7,8.0,nähtusteta,nähtusteta,0.0,35.0,12.02.2022,20
2.3,80.0,1014.0,0.9,250.0,7.1,12.7,,nähtusteta,,0.0,34.2,12.02.2022,21
2.2,82.0,1014.0,0.7,248.0,7.6,13.2,,nõrk hoogvihm,,0.0,35.0,12.02.2022,22
2.2,80.0,1014.0,0.2,246.0,6.9,14.4,9.0,vihm,hoogvihm,0.0,35.0,12.02.2022,23
2.1,79.0,1013.9,-0.1,236.0,5.5,11.7,,nähtusteta,,0.0,35.0,13.02.2022,0
1.9,79.0,1014.0,0.0,230.0,5.4,10.0,,nähtusteta,,0.0,35.0,13.02.2022,1
1.7,80.0,1013.9,-0.1,227.0,5.2,9.8,9.0,nähtusteta,nähtusteta,0.0,35.0,13.02.2022,2
1.6,81.0,1013.3,-0.6,221.0,4.8,9.5,,nõrk hooglumi,,0.0,35.0,13.02.2022,3
0.7,91.0,1012.8,-1.2,210.0,3.6,10.3,,nõrk lumi,,0.0,9.8,13.02.2022,4
0.6,93.0,1012.2,-1.7,210.0,3.7,7.3,10.0,nõrk lumi,nõrk hooglumi,0.1,2.3,13.02.2022,5
0.6,95.0,1011.6,-1.7,210.0,3.4,7.7,,nõrk hooglumi,,0.1,10.6,13.02.2022,6
1.3,89.0,1010.8,-2.0,210.0,4.4,9.3,,vihm,,0.0,35.0,13.02.2022,7
1.6,83.0,1010.0,-2.2,215.0,4.8,9.2,10.0,nähtusteta,nõrk lumi,0.0,35.0,13.02.2022,8
1.5,80.0,1009.4,-2.2,212.0,5.4,10.6,,nähtusteta,,0.0,35.0,13.02.2022,9
1.6,78.0,1008.6,-2.2,211.0,4.7,10.2,,nähtusteta,,0.0,35.0,13.02.2022,10
1.8,77.0,1007.9,-2.1,211.0,5.9,14.1,10.0,nähtusteta,nähtusteta,0.0,35.0,13.02.2022,11
1.8,76.0,1007.5,-1.9,211.0,5.7,12.1,,nähtusteta,,0.0,35.0,13.02.2022,12
2.1,76.0,1006.7,-1.9,212.0,6.0,12.1,,vihm,,0.0,35.0,13.02.2022,13
2.2,77.0,1005.7,-2.2,217.0,6.2,13.6,10.0,nähtusteta,nähtusteta,0.0,35.0,13.02.2022,14
2.1,79.0,1005.4,-2.1,218.0,6.2,12.5,,nõrk hoogvihm,,0.0,35.0,13.02.2022,15
2.0,81.0,1005.0,-1.7,215.0,4.9,11.6,,sademed,,0.0,35.0,13.02.2022,16
0.8,95.0,1004.6,-1.1,213.0,5.0,10.3,10.0,nõrk lumi,mõõdukas või tugev hooglumi,0.3,6.1,13.02.2022,17
1.0,94.0,1004.4,-1.0,212.0,4.3,9.9,,nõrk lumi,,0.2,4.3,13.02.2022,18
1.4,93.0,1004.0,-1.0,214.0,5.0,8.9,,vihm,,0.1,18.2,13.02.2022,19
1.6,94.0,1003.8,-0.8,217.0,4.3,10.2,10.0,uduvine,uduvihm,0.0,5.6,13.02.2022,20
1.8,94.0,1003.7,-0.7,221.0,4.7,9.1,,sademed,,0.0,14.0,13.02.2022,21
1.8,95.0,1003.7,-0.3,224.0,5.4,9.5,,sademed,,0.0,7.9,13.02.2022,22
1.9,95.0,1003.7,-0.1,218.0,4.3,8.2,10.0,vihm,nõrk hoogvihm,0.0,5.9,13.02.2022,23
1.8,96.0,1003.8,0.1,216.0,4.1,8.6,,nõrk hoogvihm,,0.1,6.2,14.02.2022,0
1.8,96.0,1003.7,0.0,222.0,4.1,8.7,,nõrk hoogvihm,,0.0,7.1,14.02.2022,1
1.9,96.0,1003.6,-0.1,225.0,4.5,9.0,10.0,uduvihm,nõrk hoogvihm,0.1,4.9,14.02.2022,2
1.9,96.0,1003.7,-0.1,224.0,4.4,8.6,,uduvihm,,0.4,4.6,14.02.2022,3
2.0,95.0,1003.3,-0.4,225.0,4.1,8.4,,uduvihm,,0.1,6.8,14.02.2022,4
1.9,96.0,1002.9,-0.7,213.0,3.7,8.9,10.0,nõrk hoogvihm,uduvihm,0.0,4.6,14.02.2022,5
1.9,96.0,1002.7,-1.0,204.0,3.5,7.5,,uduvine,,0.0,6.7,14.02.2022,6
1.7,97.0,1002.7,-0.6,202.0,4.4,7.1,,uduvihm,,0.0,6.9,14.02.2022,7
1.4,96.0,1002.5,-0.4,194.0,4.2,7.9,10.0,nõrk vihm,nõrk vihm,0.4,13.0,14.02.2022,8
1.2,95.0,1002.3,-0.4,195.0,4.3,9.4,,nõrk vihm,,0.2,23.3,14.02.2022,9
1.4,94.0,1002.3,-0.4,198.0,5.3,9.8,,nõrk vihm,,0.2,10.7,14.02.2022,10
1.6,91.0,1002.4,-0.1,216.0,3.9,8.4,10.0,vihm,nähtusteta,0.1,23.6,14.02.2022,11
1.9,89.0,1002.4,0.1,211.0,4.1,9.6,,nähtusteta,,0.0,20.1,14.02.2022,12
2.2,87.0,1002.6,0.3,211.0,3.7,8.4,,nähtusteta,,0.0,16.4,14.02.2022,13
2.3,86.0,1002.3,-0.1,201.0,4.1,8.1,10.0,nähtusteta,nähtusteta,0.0,23.9,14.02.2022,14
2.1,87.0,1001.9,-0.5,196.0,3.6,7.1,,nähtusteta,,0.0,24.4,14.02.2022,15
2.0,87.0,1001.8,-0.8,189.0,4.0,6.9,,nähtusteta,,0.0,23.1,14.02.2022,16
1.6,89.0,1001.2,-1.1,184.0,4.7,8.2,10.0,nõrk lumi,nõrk lumi,0.1,13.7,14.02.2022,17
2.2,83.0,1001.1,-0.8,189.0,5.8,9.7,,vihm,,0.0,31.1,14.02.2022,18
2.4,82.0,1001.5,-0.3,205.0,3.7,8.5,,nähtusteta,,0.0,32.7,14.02.2022,19
2.7,80.0,1001.8,0.6,213.0,4.1,9.3,7.0,nähtusteta,nähtusteta,0.0,35.0,14.02.2022,20
2.7,80.0,1001.9,0.8,206.0,3.6,7.8,,nähtusteta,,0.0,34.3,14.02.2022,21
3.2,76.0,1002.3,0.8,211.0,3.8,8.0,,nähtusteta,,0.0,34.3,14.02.2022,22
3.3,74.0,1002.5,0.7,209.0,4.0,7.2,8.0,nähtusteta,nähtusteta,0.0,35.0,14.02.2022,23
3.6,69.0,1002.7,0.8,203.0,4.4,7.7,,nähtusteta,,0.0,35.0,15.02.2022,0
3.4,69.0,1002.7,0.4,200.0,4.5,8.7,,nähtusteta,,0.0,35.0,15.02.2022,1
3.5,69.0,1003.1,0.6,215.0,3.6,8.5,9.0,nähtusteta,nähtusteta,0.0,35.0,15.02.2022,2
3.3,72.0,1003.2,0.5,211.0,3.4,7.4,,nähtusteta,,0.0,35.0,15.02.2022,3
2.7,82.0,1003.2,0.5,201.0,4.2,7.5,,nõrk hoogvihm,,0.2,29.7,15.02.2022,4
2.9,81.0,1003.4,0.3,201.0,3.6,7.1,8.0,nähtusteta,nähtusteta,0.0,26.0,15.02.2022,5
2.7,84.0,1003.3,0.1,194.0,4.5,7.9,,nähtusteta,,0.0,29.1,15.02.2022,6
2.5,84.0,1003.5,0.3,197.0,4.8,8.9,,nähtusteta,,0.0,23.3,15.02.2022,7
2.6,84.0,1003.7,0.3,199.0,4.3,7.9,10.0,nähtusteta,nähtusteta,0.0,20.6,15.02.2022,8
2.4,82.0,1004.0,0.7,185.0,4.2,7.7,,nähtusteta,,0.0,20.6,15.02.2022,9
2.5,80.0,1004.1,0.6,192.0,5.1,8.1,,nähtusteta,,0.0,24.5,15.02.2022,10
1.8,89.0,1004.1,0.4,192.0,4.7,8.9,10.0,nõrk vihm,nõrk vihm,0.5,14.7,15.02.2022,11
1.6,92.0,1003.9,-0.1,183.0,4.2,8.5,,nõrk vihm,,0.2,10.7,15.02.2022,12
2.3,87.0,1003.5,-0.6,190.0,3.9,8.4,,vihm,,0.0,13.5,15.02.2022,13
2.5,81.0,1003.0,-1.1,184.0,4.7,8.2,10.0,nähtusteta,nähtusteta,0.0,16.9,15.02.2022,14
1.8,88.0,1002.8,-1.1,186.0,5.0,9.0,,nõrk vihm,,0.0,8.9,15.02.2022,15
1.3,93.0,1002.7,-0.8,190.0,5.4,9.4,,nõrk vihm,,1.6,7.5,15.02.2022,16
1.1,94.0,1002.4,-0.6,178.0,5.0,8.8,10.0,nõrk vihm,nõrk vihm,0.3,5.9,15.02.2022,17
1.2,93.0,1002.3,-0.5,178.0,4.6,9.4,,nõrk vihm,,0.2,8.4,15.02.2022,18
1.5,91.0,1002.3,-0.4,186.0,5.0,8.9,,uduvine,,0.0,10.7,15.02.2022,19
1.7,91.0,1001.7,-0.7,179.0,4.5,8.7,10.0,nähtusteta,nähtusteta,0.0,9.3,15.02.2022,20
2.1,90.0,1001.4,-0.9,185.0,4.7,9.3,,nähtusteta,,0.0,10.9,15.02.2022,21
2.5,91.0,1001.1,-1.2,193.0,5.4,10.1,,nähtusteta,,0.0,11.4,15.02.2022,22
2.5,93.0,1000.9,-0.8,196.0,4.9,10.1,10.0,nähtusteta,nähtusteta,0.0,11.3,15.02.2022,23
2.6,94.0,1000.9,-0.5,201.0,3.8,7.8,,nähtusteta,,0.0,11.9,16.02.2022,0
2.8,92.0,1001.3,0.2,215.0,3.4,7.6,,vihm,,0.0,34.0,16.02.2022,1
3.0,89.0,1001.5,0.6,223.0,4.2,7.7,10.0,nähtusteta,nähtusteta,0.0,35.0,16.02.2022,2
2.8,89.0,1001.8,0.9,212.0,3.1,8.2,,nähtusteta,,0.0,35.0,16.02.2022,3
2.6,86.0,1001.7,0.4,205.0,3.5,6.6,,nähtusteta,,0.0,35.0,16.02.2022,4
2.1,84.0,1001.7,0.2,199.0,3.9,7.2,8.0,nähtusteta,nähtusteta,0.0,35.0,16.02.2022,5
2.0,82.0,1001.7,-0.1,198.0,4.1,7.0,,nähtusteta,,0.0,35.0,16.02.2022,6
1.4,84.0,1001.6,-0.1,193.0,4.1,7.1,,nähtusteta,,0.0,35.0,16.02.2022,7
1.0,86.0,1001.1,-0.6,179.0,4.2,8.1,8.0,nähtusteta,nähtusteta,0.0,35.0,16.02.2022,8
1.5,83.0,1000.4,-1.3,169.0,3.8,7.7,,nähtusteta,,0.0,35.0,16.02.2022,9
1.8,83.0,999.5,-2.1,164.0,4.8,9.1,,nähtusteta,,0.0,30.7,16.02.2022,10
2.0,84.0,998.3,-2.8,155.0,5.8,9.2,10.0,nähtusteta,nähtusteta,0.0,35.0,16.02.2022,11
2.6,82.0,996.8,-3.6,156.0,5.8,10.8,,nähtusteta,,0.0,27.4,16.02.2022,12
3.3,81.0,995.1,-4.4,150.0,5.2,9.8,,nähtusteta,,0.0,27.9,16.02.2022,13
3.0,89.0,994.3,-4.0,165.0,5.2,10.1,10.0,nõrk vihm,nõrk hoogvihm,0.5,9.4,16.02.2022,14
2.7,92.0,992.9,-3.9,174.0,4.5,10.5,,nõrk hoogvihm,,0.4,9.0,16.02.2022,15
2.2,94.0,992.1,-3.0,180.0,4.1,8.7,,nõrk vihm,,0.3,6.7,16.02.2022,16
2.4,94.0,991.3,-3.0,200.0,4.0,8.8,10.0,nõrk hoogvihm,nõrk hoogvihm,0.1,12.9,16.02.2022,17
2.3,92.0,990.7,-2.2,194.0,3.9,8.1,,nähtusteta,,0.0,22.4,16.02.2022,18
2.1,92.0,990.1,-2.0,183.0,4.1,7.7,,nähtusteta,,0.0,21.6,16.02.2022,19
2.1,92.0,989.2,-2.1,178.0,3.2,6.7,10.0,nähtusteta,nähtusteta,0.0,35.0,16.02.2022,20
2.0,93.0,988.1,-2.6,163.0,3.6,7.4,,nähtusteta,,0.0,20.7,16.02.2022,21
1.8,94.0,986.4,-3.7,156.0,3.9,7.5,,uduvihm,,0.0,21.0,16.02.2022,22
1.5,96.0,984.4,-4.8,150.0,3.4,6.8,10.0,nõrk vihm,nõrk vihm,0.2,8.0,16.02.2022,23
1.0,97.0,982.1,-6.0,128.0,3.1,6.3,,nõrk vihm,,0.6,8.7,17.02.2022,0
0.5,97.0,979.4,-7.0,111.0,4.3,7.1,,nõrk lumi,,0.7,6.9,17.02.2022,1
0.5,98.0,976.8,-7.6,121.0,3.7,7.6,10.0,nõrk lumi,nõrk lumi,0.6,6.6,17.02.2022,2
0.7,97.0,974.5,-7.6,134.0,3.6,7.1,,nõrk vihm,,0.2,23.0,17.02.2022,3
0.7,97.0,971.9,-7.5,128.0,3.7,6.7,,nõrk lumi,,0.7,11.6,17.02.2022,4
0.8,96.0,969.9,-6.9,142.0,4.4,8.0,10.0,nõrk hooglumi,nõrk hooglumi,0.5,5.1,17.02.2022,5
1.3,96.0,968.3,-6.2,148.0,4.6,8.0,,nõrk vihm koos lumega,,1.2,20.1,17.02.2022,6
2.5,97.0,967.3,-4.6,151.0,5.1,8.3,,nõrk vihm,,0.6,19.0,17.02.2022,7
3.2,98.0,966.3,-3.6,150.0,4.1,7.6,10.0,nõrk hoogvihm,nõrk hoogvihm,0.3,7.4,17.02.2022,8
4.6,96.0,965.2,-3.1,164.0,4.0,7.0,,nõrk hoogvihm,,0.2,35.0,17.02.2022,9
4.0,97.0,964.3,-3.0,150.0,3.8,7.3,,nõrk vihm,,1.2,13.3,17.02.2022,10
4.4,95.0,963.4,-2.9,158.0,4.4,7.8,10.0,nõrk vihm,nõrk vihm,0.5,24.4,17.02.2022,11
4.1,94.0,962.4,-2.8,144.0,4.0,8.5,,nõrk vihm,,0.8,27.7,17.02.2022,12
3.7,94.0,961.7,-2.6,140.0,3.9,8.0,,nõrk vihm,,0.7,28.5,17.02.2022,13
3.5,95.0,961.0,-2.4,146.0,3.8,7.9,10.0,nõrk vihm,nõrk vihm,0.3,35.0,17.02.2022,14
3.5,98.0,960.9,-1.5,154.0,3.4,6.0,,nõrk vihm,,0.3,4.5,17.02.2022,15
3.9,98.0,961.0,-0.7,183.0,2.6,4.5,,nõrk hoogvihm,,0.1,26.4,17.02.2022,16
3.6,98.0,961.1,0.1,187.0,1.8,3.9,10.0,nähtusteta,nähtusteta,0.0,11.0,17.02.2022,17
3.5,98.0,961.4,0.5,218.0,1.1,2.9,,nähtusteta,,0.0,29.6,17.02.2022,18
1.0,99.0,962.6,1.6,304.0,3.3,7.9,,nõrk vihm,,0.0,2.6,17.02.2022,19
0.4,98.0,964.0,2.9,296.0,4.5,9.3,10.0,nõrk lumi,nõrk lumi,0.9,4.5,17.02.2022,20
0.2,99.0,965.9,4.5,287.0,5.6,12.3,,nõrk lumi,,0.9,2.5,17.02.2022,21
0.4,99.0,967.5,4.9,286.0,5.5,13.0,,nõrk lumi,,0.7,2.3,17.02.2022,22
0.6,91.0,969.4,5.4,280.0,5.3,14.2,10.0,lumi,lumi,0.0,35.0,17.02.2022,23
0.5,88.0,971.0,5.1,285.0,5.6,11.8,,nõrk hooglumi,,0.0,35.0,18.02.2022,0
0.0,84.0,972.5,5.0,285.0,5.7,11.5,,nõrk hooglumi,,0.0,35.0,18.02.2022,1
0.1,82.0,973.8,4.4,289.0,5.8,11.9,10.0,nähtusteta,nähtusteta,0.0,35.0,18.02.2022,2
0.2,80.0,974.9,3.9,281.0,5.6,12.2,,nähtusteta,,0.0,35.0,18.02.2022,3
0.0,82.0,976.3,3.8,276.0,5.9,10.5,,nähtusteta,,0.0,35.0,18.02.2022,4
-0.1,81.0,977.5,3.7,280.0,5.3,11.6,7.0,nähtusteta,nähtusteta,0.0,35.0,18.02.2022,5
0.4,83.0,978.7,3.8,269.0,4.9,11.0,,nähtusteta,,0.0,35.0,18.02.2022,6
0.1,93.0,979.6,3.3,271.0,4.7,10.2,,nõrk lumi,,0.2,7.5,18.02.2022,7
0.5,84.0,980.4,2.9,268.0,5.0,10.6,10.0,lumi,hooglumi,0.0,35.0,18.02.2022,8
0.3,89.0,981.2,2.5,262.0,4.8,10.1,,nõrk hooglumi,,0.0,3.8,18.02.2022,9
0.0,89.0,982.1,2.5,256.0,5.5,10.8,,nõrk hooglumi,,0.1,4.0,18.02.2022,10
0.1,82.0,982.7,2.3,254.0,5.7,9.9,10.0,lumi,nähtusteta,0.1,35.0,18.02.2022,11
0.2,83.0,983.7,2.5,262.0,4.4,11.7,,nähtusteta,,0.0,35.0,18.02.2022,12
0.7,77.0,984.3,2.2,251.0,5.5,10.7,,nähtusteta,,0.0,35.0,18.02.2022,13
0.6,77.0,984.8,2.1,258.0,6.0,11.0,8.0,nähtusteta,nähtusteta,0.0,35.0,18.02.2022,14
1.5,79.0,985.0,1.3,241.0,6.4,10.7,,nähtusteta,,0.0,35.0,18.02.2022,15
1.7,78.0,985.4,1.1,248.0,5.4,10.5,,nähtusteta,,0.0,35.0,18.02.2022,16
1.4,83.0,985.6,0.8,225.0,3.7,9.0,4.0,nähtusteta,nähtusteta,0.0,35.0,18.02.2022,17
0.7,87.0,985.9,0.9,226.0,2.9,8.0,,nähtusteta,,0.0,35.0,18.02.2022,18
0.8,86.0,985.7,0.3,229.0,4.3,7.9,,nähtusteta,,0.0,35.0,18.02.2022,19
0.7,90.0,985.9,0.3,224.0,3.5,8.0,8.0,nähtusteta,nähtusteta,0.0,35.0,18.02.2022,20
0.0,92.0,986.1,0.2,218.0,2.7,6.6,,nähtusteta,,0.0,35.0,18.02.2022,21
-0.3,94.0,986.0,0.3,211.0,2.8,6.2,,nähtusteta,,0.0,35.0,18.02.2022,22
0.2,92.0,985.6,-0.3,201.0,3.7,6.4,4.0,nähtusteta,nähtusteta,0.0,35.0,18.02.2022,23
-0.5,94.0,985.0,-1.1,189.0,3.1,5.5,,nähtusteta,,0.0,35.0,19.02.2022,0
-0.3,96.0,984.5,-1.5,189.0,3.2,5.4,,nähtusteta,,0.0,24.1,19.02.2022,1
1.0,95.0,983.7,-1.9,195.0,3.5,7.0,10.0,nähtusteta,nähtusteta,0.0,20.8,19.02.2022,2
1.1,95.0,982.4,-2.6,163.0,1.9,6.1,,nähtusteta,,0.0,26.9,19.02.2022,3
1.1,95.0,980.9,-3.6,157.0,3.0,5.8,,nähtusteta,,0.0,19.3,19.02.2022,4
1.2,93.0,979.9,-3.8,158.0,3.2,7.0,10.0,nähtusteta,nähtusteta,0.0,24.0,19.02.2022,5
1.1,92.0,978.5,-3.9,151.0,3.9,7.3,,nähtusteta,,0.0,24.8,19.02.2022,6
0.9,93.0,977.1,-3.8,139.0,3.1,6.5,,vihm,,0.0,27.5,19.02.2022,7
0.5,95.0,976.2,-3.7,111.0,3.6,6.6,10.0,nõrk lumi,nõrk lumi,0.1,5.6,19.02.2022,8
0.2,98.0,975.2,-3.3,70.0,3.8,6.8,,nõrk lumi,,0.5,2.8,19.02.2022,9
0.2,99.0,974.8,-2.3,67.0,3.6,6.6,,nõrk lumi,,0.5,2.4,19.02.2022,10
0.4,98.0,974.5,-1.7,56.0,2.7,6.1,10.0,nõrk lumi,nõrk lumi,0.2,3.7,19.02.2022,11
0.4,99.0,975.1,-0.1,47.0,2.8,5.5,,nõrk lumi,,0.3,4.8,19.02.2022,12
0.5,98.0,975.8,1.0,48.0,4.5,7.5,,nõrk lumi,,0.1,11.5,19.02.2022,13
0.5,97.0,976.8,2.3,41.0,4.9,8.0,10.0,nõrk lumi,nõrk lumi,0.0,6.0,19.02.2022,14
0.4,99.0,978.2,3.1,20.0,4.3,8.5,,nõrk lumi,,0.2,3.3,19.02.2022,15
0.4,99.0,980.2,4.4,4.0,3.7,8.2,,nõrk lumi,,0.2,3.8,19.02.2022,16
0.5,99.0,982.0,5.2,349.0,3.5,9.9,10.0,nõrk vihm koos lumega,nõrk lumi,0.4,7.0,19.02.2022,17
0.6,97.0,984.0,5.8,333.0,3.5,7.4,,nõrk vihm,,0.0,35.0,19.02.2022,18
0.2,93.0,985.9,5.7,331.0,2.9,7.2,,nähtusteta,,0.0,35.0,19.02.2022,19
-0.1,81.0,987.7,5.7,323.0,2.7,7.4,5.0,nähtusteta,nähtusteta,0.0,35.0,19.02.2022,20
-0.7,81.0,989.4,5.4,301.0,2.5,7.1,,nähtusteta,,0.0,35.0,19.02.2022,21
-1.3,80.0,991.0,5.1,284.0,2.9,6.0,,nähtusteta,,0.0,35.0,19.02.2022,22
-1.4,82.0,992.0,4.3,274.0,2.2,6.6,5.0,nähtusteta,nähtusteta,0.0,35.0,19.02.2022,23
-1.9,88.0,992.8,3.4,247.0,2.1,4.6,,nähtusteta,,0.0,35.0,20.02.2022,0
-1.7,91.0,993.3,2.3,252.0,2.5,4.1,,nähtusteta,,0.0,35.0,20.02.2022,1
-2.0,93.0,993.7,1.7,228.0,2.6,4.8,5.0,nähtusteta,nähtusteta,0.0,35.0,20.02.2022,2
-1.8,93.0,993.9,1.1,224.0,2.6,4.7,,nähtusteta,,0.0,35.0,20.02.2022,3
-2.3,95.0,994.0,0.7,221.0,2.4,5.3,,nähtusteta,,0.0,35.0,20.02.2022,4
-2.8,95.0,994.0,0.3,208.0,2.0,4.3,5.0,nähtusteta,nähtusteta,0.0,35.0,20.02.2022,5
-2.2,94.0,993.7,-0.2,211.0,2.2,4.7,,nähtusteta,,0.0,35.0,20.02.2022,6
